情感极性,博主,发布时间,博文
1,1818黄金眼,02月04日 21:14,蔡徐坤| #抗疫行动# @ACFC蔡徐坤全国后援会 在这里通过#手写加油接力# 向奋斗在一线的工作人员致敬！寒冬终会过去，待疫情散尽，春暖花开之时，我们相约武汉赏樱花?  为中国加油，为武汉祈福下一棒接力@蔡徐坤湖北粉丝团官微 小猫咪们快来和我们一起加入手写加油接力活动吧！ ?  展开全文c
0,上海市场监管,02月04日 21:15,【#新华锐评#：疫情面前岂能当“甩手掌柜”】湖北省纪委监委4日通报，该省红十字会3名领导干部因疫情防控不担当不作为等问题被问责。疫情就是战情，责任不容懈怠。在这场同时间赛跑、与病魔较量的生死阻击战中，身为领导干部更应冲锋在前、担当尽责。保持战斗状态，切实解决问题，不遗余力抓实抓细防控 ?  展开全文c
1,ACFC蔡徐坤全国后援会,02月04日 21:15,#手写加油接力##抗疫行动# 向战“疫”中所有的逆行者致敬春暖花开疫情终将被打败！武汉加油！中国加油！@ 小鬼王琳凯全体达琳 ?
0,新华网,02月04日 21:16,【酒精含量超70%的消毒用品既不能托运也不能随身携带上飞机】据预判，上海两大机场本周可能出现国内返程大客流。疫情防控期间，常见物品比如医用口罩、N95口罩、护目镜、普通防护服等不会造成安全隐患的，携带乘机没有限制。酒精棉、免洗洗手液等消毒用品种类较多，如果酒精含量超70%，既不能托运也不 ?  展开全文c
0,beauty唐,02月04日 21:16,转自网友，看着真心疼疫情快点过去吧。。。? （by生艰bot） ?
1,看看新闻KNEWS,02月04日 21:17,2020年的开始，虽并不是那么寻常，但相信接下来的日子，一切也还都是会慢慢好起来的。没有什么过不去的坎儿，2003年的非典我们打赢了一场无硝烟的战斗，2020年的疫情当然也会成为过去时。当疫情结束过后，城市自然会恢复如常，街上自然会人来人往，走街窜巷充满欢声笑语，各个行业的人们回归到自己 ?  展开全文c
0,北京人不知道的北京事儿,02月04日 21:18,#疫情过后想去哪旅行# 一起去云南吧，感受最淳朴，质朴的风土人情。希望疫情赶快结束?  ?
0,情话书笺,02月04日 21:18,#最新疫情地图# 【硬核的贵州！！】话说“一北两南”，贵州作为“两南”的包围圈中苦苦挣扎，此时，网上对贵州的热评是居高不下，有网友就问了，你们贵州呀就这么能坚持啊！贵州：我们有折耳根护体（开个玩笑）……（看热评吧！）#众志成城 抗疫情# ?
1,梓宛,02月04日 21:18,#抗疫行动# #手写加油接力# 我们和李金铭@李金铭Kimi 一起为中国加油！没有一个冬天不可逾越，没有一个春天不会来临;愿所有一线人员平安，所有病人康复;战胜疫情，武汉加油，中国加油！            ----李金铭粉丝后援会 ?
1,贵州交通广播,02月04日 21:18,肖战#抗疫行动# 接力@肖战后援会华北东北分会 @肖战全平台安利组 通过#手写加油接力#向所有在抗疫一线坚持奋斗的最美逆行者致敬！我期待着汉街再次人声鼎沸，长江大桥重新车水马龙。疫情总会过去，难关终会攻克。武汉加油！湖北加油！中国加油? 下一站接力@肖战文案组 ?
1,李金铭粉丝后援会,02月04日 21:19,一份来自平顶山医护人员家属的投稿！#最新疫情地图# 为了能够不浪费一套防护用品，他们不吃不喝，为的就是不上厕所。连续加班，过年长时间与自己家人的分离。为我们鹰城的医护工作者致敬，你们就是危难时刻的英雄！(图为平顶山市第一人民医院，急诊科护士的工作场景，长时间工作，手腕肌肉劳损，下班 ?  展开全文c
0,肖战全平台安利组,02月04日 21:20,北大生命科学院前院长、首都医科大学校长饶毅致信武汉大学副校长舒红兵#最新疫情地图##新型冠状病毒##武汉红十字# ?
0,平顶山身边事,02月04日 21:21,今天，国家（江苏）紧急医学救援队37名队员驰援武汉！2月4日，由江苏省人民医院（南京医科大学第一附属医院）组建的国家（江苏）紧急医学救援队的37位医疗队员在医院急诊医学中心门前广场集结完毕，出征驰援武汉，参加新型冠状病毒感染的肺炎疫情救治工作。本次出征的37位队员分别来自医院临床医护、医 ?  展开全文c
1,倪卫涛,02月04日 21:21,TFBOYS?  #抗疫行动# @TF饭圈暖心日常 接@TFB中二病研究院 通过#手写加油接力# 向最美逆行者——所有一线抗疫工作者致敬！武汉加油！湖北加油！中国加油！? ? 2020我们一起努力，众志成城，抗击疫情！祈愿大家都能平平安安！也请所有的四叶草们勤洗手，少出门，不聚集。待春 ?  展开全文c
0,TF饭圈暖心日常,02月04日 21:22,#全民携手抗疫情##福建战疫# 【南丁格尔奖章获得者领队出征！福建再增一支护理队驰援武汉】接国家卫健委紧急通知，4日晚6时，我省再增一支护理队驰援武汉。这支福建省援助湖北护理专业医疗队的领队，是福建省立医院党委副书记、省立金山医院党委书记李红。       李红教授是第四十七届南丁格尔奖章获 ?  展开全文c
1,江苏省人民医院,02月04日 21:22,【#武汉一志愿者感染后去世#曾义务接医护上下班】今天上午，有自媒体发消息称，武汉一位名叫何辉的志愿者在抗击疫情的过程中不幸离世。但由于自媒体在介绍此事时错用了其他志愿者的照片，一度导致此事被辟谣。照片中那位被误认为是何辉的志愿者也出面澄清自己没事。之后，由于有网民又将去世的那位何辉 ?  展开全文c
1,环球网,02月04日 21:23,张云龙#抗击疫情# “新冠”的到来让全国都猝不及防.但值得庆幸的是最美逆行的开始也在同步进行.感谢前线一直付出的人们.有了你们才有了安全.敬畏生命.致敬一线.数据组里有医护工作者.有疫区回家人员.更有因疫情持续居家的姐妹.请你们在确保照顾好自己和家人的前提下不耽误数据的完成. ?  展开全文c
0,福建日报,02月04日 21:25,【中央明确：#再增加2000名医护人员支援湖北#】据央视新闻，今天，中央应对新型冠状病毒感染肺炎疫情工作领导小组召开会议，提出：①#征用一批酒店场馆等收治轻症患者#或观察密切接触者，将部分三级综合医院转为定点收治医院，调集一批应急方舱医院、再增加2000名医护人员支援湖北。②调派高水平医护团 ?  展开全文c
1,WithLeon_张云龙数据站,02月04日 21:25,切尔西官方：切尔西的每一个人和所有受到新型冠状病毒影响的中国以及世界各地的人们在一起，坚定支持所有和疫情战斗的人 ?
-1,切尔西新闻,02月04日 21:26,【泸州54岁男子确诊后仍刻意隐瞒信息！被警方立案侦查】#关注四川肺炎疫情# 截至2020年2月3日24时，泸州市累计报告新型冠状病毒感染的肺炎确诊病例9例。其中，已向社会公布的江阳区通滩镇确诊病例余某的相关情况受到社会广泛关注。经公安机关初步侦查，余某（男，54岁，江阳区通滩镇人）于2020年1月2 ?  展开全文c
-1,四川日报,02月04日 21:26,#四川新型肺炎疫情# 【刻意隐瞒部分密切接触人员信息 四川泸州一确诊病例被立案侦查】2月3日，四川泸州人余某涉嫌妨害传染病防治罪，被泸州市公安局江阳区分局立案侦查。经公安机关初步侦查，余某（男，54岁，江阳区通滩镇人）于2020年1月21日从湖北省襄阳市驾车返回江阳区通滩镇家中后，拒不执 ?  展开全文c
0,易言,02月04日 21:26,【@广大车主，入粤车辆请提前登记！】为了做好疫情防控和交通保畅顺工作，“入粤登记”正式入驻“粤省事”小程序“疫情防控服务专区”，进广东车辆可通过“入粤登记”一键办理信息登记。请保存或转发以下“入粤登记”流程和热门问题问答给身边的人，一起提前登记，快速通过防疫站。 ?
1,广州日报,02月04日 21:26,#抗疫行动##手写加油接力# 都会好的。保护自己，抗击疫情。 @刘夏俊Jun ?
1,广州交警,02月04日 21:26,#笔尖上的应援，共战疫情！#以笔作枪，共战疫情国内外插画师为抗击疫情创作的插画得到了广泛关注，大触来了现联合各位画师向大家征集更多助力插画，带话题#笔尖上的应援，共战疫情！#一起为一线工作人员和屏幕前的你我传递点滴力量吧P1@TOMATO_西红柿信徒 P2@不叮一棠舍 P3@陈小桃momo  ?  展开全文c
1,新浪四川,02月04日 21:28,#抗疫行动##手写加油接力#作为黑龙江人，我也时刻关注家乡的疫情。让我们携手共渡难关，全民战役，从我做起！我们曾战胜过非典，这次我们也一定能赢！中国加油！ ?
0,大触来了专栏,02月04日 21:29,#民航机票免收退票费##退票# 但截至此刻，东航，国航、山航等航空公司仍在收取高额退票费，个别航线退票费高达机票金额的90%！且客服电话一直占线，网上客服一直排队，让人实在怀疑你的企业担当。因疫情这个不可抗力因素退票，同样因为疫情原因为何24日以前不能全退？？感谢今日头条媒体，感谢黄教授 ?  展开全文c
0,毛不易,02月04日 21:30,【11年前#命案逃犯迫于疫情防控排查压力自首#】11年前，葛某华在河南省叶县持刀犯下命案后逃跑。近日，为防控疫情，山西临汾警方加大排查力度，全民动员，全警出动，村村设劝返点，路路设疫情检查站。无身份证的葛某华每日东躲西藏，连续几天食不果腹、夜不能寐。最终在走投无路之下选择了向警方 ?  展开全文c
0,FISHER容易无聊的人,02月04日 21:30,【#疫情期树洞# 持续开放中，来聊聊？】疫情期还未结束，面对未来几天甚至几周都可能要窝在家里，难免会有压抑之感，却又不知何时能结束，怎样合理地劝慰自己呢？心理学家@李松蔚PKU 的回答是:建议你拿一部分注意力回到当下的生活。从今天开始，逐步让你自己的生活恢复常态……你现在有哪些小情绪小 ?  展开全文c
0,中国日报,02月04日 21:31,【疫情防控失职失责，广东52人被追责问责】截至2020年2月3日，全省纪检监察机关共查处疫情防控中失职失责问题20件，已追责问责52人。为加强警示教育，广东省纪委监委通报了其中两起典型问题。一、汕头市接待办主任邢卫国在疫情防控中履职不力且企图掩盖失职失责事实问题。邢卫国作为市接待办防控工作 ?  展开全文c
0,三联生活周刊,02月04日 21:31,【#武汉一志愿者感染后去世#曾义务接医护上下班】今天上午，有自媒体发消息称，武汉一位名叫何辉的志愿者在抗击疫情的过程中不幸离世。但由于自媒体在介绍此事时错用了其他志愿者的照片，一度导致此事被辟谣。照片中那位被误认为是何辉的志愿者也出面澄清自己没事。之后，由于有网民又将去世的那位何辉 ?  展开全文c
1,广州日报,02月04日 21:32,支持一线战疫工作者，北京统一在行动肺炎席卷全国，前线物资告急！支援一线，共战疫情！北京统一公司于2月4日组织捐赠近100万元食饮物资，3.5个橙的膳食纤维和维C为一线战疫人员保驾护航！向源源看齐，向公益出发！王源 灾难定会过去，春天必将到来！ ?  展开全文c
0,宝马哥哥,02月04日 21:33,【#抗击疫情 央企行动#：中国联通网络技术研究院推出网格化初筛和实时管理系统】为加强疫情监测、排查、预警，做到早发现、早报告、早隔离、早治疗，中国联通网络技术研究院与中讯邮电咨询设计院推出了以多参数健康检测一体机为核心的网格化初筛和实时管理系统。该系统可提供尽早发现患者有效通道，便 ?  展开全文c
0,蔡小心,02月04日 21:33,#半月谈评论# 【疫情面前不容失职渎职！】2月4日，湖北省纪委监委通报湖北省红十字会有关领导和干部失职失责问题。经调查，湖北省红十字会有关领导和干部在疫情防控期间接收和分配捐赠款物工作中存在不担当不作为、违反“三重一大”规定、信息公开错误等失职失责问题。经有关程序，决定免去张钦省红 ?  展开全文c
1,环球时报,02月04日 21:33,这场疫情让我明白了10个道理：?1. 你得有套房，不然连自我隔离的地方都没有。?2. 你得有辆私家车，不需要太好，能上街跑就行。保护了自己，也在保护别人。?3. 有危险的时候，我更希望与家人在一起。?4. 什么都不干并不舒服，因为它会滋生焦虑与恐惧。?5. 什么是英雄？平常是有小毛病的正常人 ?  展开全文c
1,北京统一坐标轴,02月04日 21:33,大家来聊聊～#疫情结束后你最想干什么#我想饱餐一顿 ?
1,人力资源研究,02月04日 21:33,"永葆开国精神#不忘初心,坚定父辈精神# 转！疫情对中国是无情的，但从坏事中看好事，中国的反应能力可以向世界传递自己的软实力。WHO在实质上给了中国很大的支持。世界各国，只要是资深政治家便都能从这场天灾中品味出中国的力量。中国政府三次拒绝美国以CDC名义来华主要是出于政治考量。美国 ?  展开全文c"
0,中国联通,02月04日 21:34,【澳門特首：此時向國家要求口罩支持不是很好】O网页链接綜合香港電台、《星島日報》2月4日報道，當天，澳門特區行政長官賀一誠佩戴口罩出席記者會。他宣布，為應對新型冠狀病毒疫情，防止疫情進一步擴散，暫停博彩業半個月。澳門公務人員留家工作，特區政府只保留緊急服務。賀一誠在記 ?  展开全文c
0,半月谈,02月04日 21:34,#疫情打破了你哪些计划#18部我很喜欢的电影推荐给大家，在这特殊时间收藏看起来，都是我很喜欢的电影。1《婚姻故事》最近大热门电影2《小妇人》也是最近很热的新电影，强烈推荐姐妹们去看看3《傲慢与偏见》非常经典的电影4《痴男怨女》这是我非常喜欢的一部电影，画面很唯美5《Begin Again》我喜 ?  展开全文c
0,香港中通社,02月04日 21:34,#贵阳身边事# 面对疫情，部分网友看图“调侃”贵州难道真是折耳根护体？ ?
0,来自外星的秘密,02月04日 21:35,【请扩散！侠客岛征集新冠肺炎求助者线索】自疫情发生以来，很多网友@侠客岛 ，为自己或他人寻求帮助。现在，岛叔向全社会征集感染新冠肺炎求助者的信息，并设置专门通道与求助者进行核实和对接，尽一份力量！如果您身边有确诊、疑似、密切接触者以及无法排除的发热者，特别是目前还没得到隔离收治的 ?  展开全文c
1,贵州之家,02月04日 21:35,#今日立春# 【#天大学子绘制漫画声援武汉疫情# 】这个立春，我们比以往任何一个冬天，都盼望春天的到来。我们也相信，一切终将过去，定会春暖花开? 一起加油呀(? ?_?)? ?
-1,天津大学,02月04日 21:36,#重庆抗击新冠肺炎#【咎由自取！寿宴因疫情防控停办 男子竟浇汽油闹事 重庆检察机关依法批准逮捕】2020年2月4日，重庆市永川区人民检察院以涉嫌寻衅滋事罪对危害疫情防控工作的犯罪嫌疑人汪某友依法批准逮捕。经查：犯罪嫌疑人汪某友（男，59岁，永川区人），准备于1月28日举办十余桌生日宴席，因疫情 ?  展开全文c
0,侠客岛,02月04日 21:36,#调集20家方舱医院驰援武汉#2月3日晚，驻鄂部队抗击疫情运力支援队组织官兵通宵达旦调运物资，为武汉三座“方舱医院”一夜之间建成提供有力支援。这是该运力支援队自抽组成立以来，首次执行市民生活物资配送以外的运输保障任务。(中国军网) ?
0,空天砺剑,02月04日 21:36,有没有发现，疫情笼罩下，全民厨艺/胃口整体提升了一个level ，一人在京，用库存的粮食做点简单的小菜，寿喜锅，葱油面，早午餐，部队火锅.........连小七都跟着胖了，预计下周的食谱是佛跳墙，烙饼，炸油条，蒸馒头............#宅家美食日记##在家不断get新技能##宅在家里都干啥# ?
0,新浪重庆,02月04日 21:36,【疫情下的怪诞职场：冲突、长假、危机】2月4号了，你所在的企业复工了嘛？在脉脉数据研究院发布的投票调查中，大部分公司采取了2月3日起在家上班，2月10日去公司上班的政策，其次是没有上班，等待通知。此外仍有部分企业没有假期，一直在上班。O疫情下的怪诞职场：冲突、长假、危机 ?
0,觅食小宝,02月04日 21:37,#最新疫情地图# 21 点数据播报：全国：确诊?20523，疑似?23214，死亡?426，治愈?715海外：确诊?148，死亡?1，治愈?9 ?
0,电商品牌报,02月04日 21:37,#疫情当前警察不退# 【零下28度！#执勤一线民警#的一张写真图令人泪目】战疫打响，医护人员在前方战斗，公安民警在后方坚守。2020年2月3日，在张家口塞北管理区公安检查站，执勤民警低头查看证件的一瞬间被记录下来，眼镜上笼罩着雾气，哈气在口罩上已结出了冰凌。当天气温零下28度，他连续在室外工作4 ?  展开全文c
0,丁香医生,02月04日 21:37,#新型冠状病毒感染肺炎#【李克强主持召开中央应对新型冠状病毒感染肺炎疫情工作领导小组会议 部署提高湖北武汉收治率治愈率降低感染率病死率措施 进一步做好医疗资源和生活物资保障供应 王沪宁出席】新华社北京2月4日电2月4日，中共中央政治局常委、国务院总理、中央应对新型冠状病毒感染肺炎疫情工作 ?  展开全文c
0,警民携手同行,02月04日 21:37,“此去与师谁共到，一船明月一帆风。”下午，华东师大日本校友会捐赠的首批物资，共17箱10200只口罩，运达学校顺利交付校医院，用于校园疫情的防控。在箱子上，校友会寄语“加油！中国”，还附有一句诗句“此去与师谁共到，一船明月一帆风”。#山川异域 风月同天##抗击疫情高校在行动# ?
-1,无锡发布,02月04日 21:39,1、赵露思、郑业成等主演的电视剧《三千鸦杀》快上了，应该是等疫情平稳再定档，具体时间和平台还要再等消息。2、这位前流量偶像自身人气已不如从前，虽然固定粉丝数量还存在，但爬墙的仍然不少。早期他团队那边并未有打算联手前兄弟们，可从去年开始前流量偶像就动摇了，不仅加多了社交媒体的互动， ?  展开全文c
0,新华视点,02月04日 21:39,【#普京表态#希望我们的中国朋友走出困境】俄罗斯卫星通讯社4日最新报道称，俄罗斯总统普京在沃洛格达州切列波韦茨市同公众人物会面时谈及新型冠状病毒感染的肺炎疫情，他表示，希望中国终将战胜病毒，且俄方将尽全力支持“抗疫”。据俄罗斯《共青团真理报》4日报道，普京公开表示，俄罗斯将尽全力对 ?  展开全文c
0,华东师范大学,02月04日 21:39,【“十八勇士”今天撤出负压病房，新一批医护接班上火线！】无锡首例治愈病人出院，标志着我市抗击疫情救治工作取得阶段性的一个小胜利。今天，市五院负压病房第一梯队的“十八勇士”全部撤下火线休整。经过大家努力，截止到目前，实现了病人“零死亡”、医务人员“零感染”的小目标。从今天起，又有一 ?  展开全文c
1,环球网,02月04日 21:39,#抗击疫情高校在行动##手写加油接力#没有被禁锢的城，只有离不开的爱，千言万语汇成一句送给你们:武汉加油！中国加油！(via @师大人 ) ?
0,陕西师范大学,02月04日 21:40,#疫情过后的第一件事# 就是收快递！！都不发货啊现在？！? ? 我最近的剁手，不止这些有没有好用的平价底妆啊蛋仔们？快点丢给我，我需要工作！！ ?
0,吃瓜小爱豆,02月04日 21:40,【剃发出征！山西省国家紧急医学救援队“移动医院”满载物资驰援湖北】#抗击疫情山西在行动# 2月4日下午17时许，山西省国家紧急医学救援队在太原南站集结，由7辆车组成的“移动医院”先期出发。救援队医务人员明日上午乘高铁汇合驰援一线。这支队伍中有51名医疗人员来自山西白求恩医院，这也是该医院派 ?  展开全文c
-1,帅你一脸毛蛋,02月04日 21:41,为什么会让她去采访，一个不知礼仪、不懂场合、不会采访的稚嫩女主持，采访一个临危受命、拯救国难的老院士，不知道北京卫视是怎么想的。在钟南山院士百忙之中，得到这样一次采访机会不容易，北京卫视也是付出了不少努力的，可惜，因为主持人的失败，导致本来的亮点新闻，变成了槽点新闻，在抗击疫情 ?  展开全文c
1,太原发布,02月04日 21:41,思源工程“一份爱心一份力量，共抗疫情”项目【最新进展】：大家参与此项目的435818.24元善款已全部拨付至武汉雷神山医院，用于雷神山医院采购医疗设备等物资使用由于物资渠道价格变化不断，疫区管理情况复杂，这笔善款起初没有及时使用，这期间阿会也在不断监督思源工程的执行情况，好在 ?  展开全文c
1,三分钟看电影,02月04日 21:41,#联防联控 西安在行动# 在全国疫情爆发的增长期、聚集性疫情激增的关键时刻，万众一心、众志成城全力阻击疫情的当下，西安海伦国际社区（尤其是东区27-31号楼，多数是租户～户籍信息如何有效防控？）却敷衍应付，检测点完全是摆设，人员出入基本没有任何管控（只要有电子钥匙便可随意出入），也不做温 ?  展开全文c
1,Dear迪丽热巴后援会,02月04日 21:42,王一博《无感》星云人气榜TOP1人气值破亿，足见粉丝对其想念！疫情的原因使得王一博隐身于网友的视野中，今早上还发告示，禁止一切私生行为，响应国家号召，在家过年。随后就获知：星云人气榜（1.27-2.02）周冠军揭晓，恭喜王一博全新个人单曲《无感》连续5周稳坐周榜top1！上线35天获日榜冠军3 ?  展开全文c
1,陕西旅游头条,02月04日 21:42,#新型冠状病毒# 肺炎疫情下的九张热门面孔：钟南山、李兰娟、曾光、陈薇、张定宇、王广发、高福、舒红兵、王延轶。#钟南山谈疫情##钟南山肯定新型冠状病毒肺炎人传人# ?
1,寧晓言,02月04日 21:42,立春，春回大地，願疫情早曰受控，??願大家平安健康！ ?
0,公路美学,02月04日 21:43,最早发现疫情的武汉女医生 怎样发现这种不一样的肺炎。2019年12月26日，湖北省中西医结合医院呼吸与危重症医学科主任张继先先后收治了四名病人，一家三口住附近小区，另一人来自华南海鲜。病人肺部的临床症状却是张继先从未见到过的，在排除了常见的甲流、乙流、合胞病毒、腺病毒、鼻病毒等病毒感 ?  展开全文c
0,Raymond黃浩然,02月04日 21:43,【为什么要集中隔离？为什么还要14天？来自TR188航班疫情的警示！】杭州确诊病例信息每日不断公告，越来越多的朋友关注到“集中隔离”。那么到底为什么要集中隔离？为什么还要14天？我们用由新加坡抵杭TR188次航班案例，给大家讲讲原因。O为什么要集中隔离？为什么还要14天？来自TR188航班疫情的警示！ ?
0,杠杠滴邓刚,02月04日 21:44,#检察战“疫”#【已批捕！男子因疫情被劝阻停办生日宴会“大闹”村委会】2月4日，重庆市永川区检察院以涉嫌寻衅滋事罪对汪某友批捕。因防控疫情，59岁的男子汪某友被劝阻停办生日宴席后，携鞭炮、汽油到村委会，与村干部争论未果后，在自己腰间捆上鞭炮、胸前浇上汽油，恐吓威胁村委会同意其举办生日宴 ?  展开全文c
1,最魔力的视频,02月04日 21:44,"#众志成城抗疫情##最新疫情地图# 贵州被包围得万花丛中一点黄。万众努力，胜疫情！“胜疫情”早日结束这种战争。你知道为什么吗？因为贵州省的省长叫谌贻琴""胜疫情"" 2贵阳 ?"
1,都市快报,02月04日 21:44,#抗击疫情#【以画笔为枪！一位海南退休老人的战“疫”】他退休前，许多人以为他只是拍照好；退休后，好多人才知道他还会画画；他叫陈德雄，是海南日报摄影部原副主任。这一次，他以画笔为“枪”，投入了疫情防控阻击战。奉上一组他的“海南战疫速写”↓↓↓一起感受他的别样“夕阳红”！H5速写→ ?  展开全文c
0,海南日报,02月04日 21:45,#不得借防疫违规拦截畜禽运输车辆#不封的话，都管不住，一个二个的想往外跑，现在封了村，人都到处窜呢！一旦不封村，一个个肯定以为疫情结束，要放飞自我呢 ?
0,正义网,02月04日 21:45,【中央赴湖北指导组：与时间赛跑打好武汉疫情防控阻击战】 ?
1,娱太皇,02月04日 21:47,#疫情过后想去哪旅行# 可以去北极圈看雪吗，顺便看看极光，和喜欢的人在阿拉斯加山巅，俯瞰这个世界。 ?
1,最高人民检察院,02月04日 21:47,#手写加油接力# #抗疫行动# @指北针控评突击队  通过手写加油助力为武汉加油，为中国加油? ? 〔接力 @灯芯公益打投组 ? O网页链接〕致敬所有抗疫工作者：        中国加油！                武汉加油！       感谢你们的带的付出，致敬疫情前线医护人员，愿所有人都健康、 ?  展开全文c
0,顾自愈,02月04日 21:49,【望岳谈｜打赢阻击战，关键在落实！】疫情防控，最关键的问题就是把落实工作抓实抓细。２月３日，省新型冠状病毒感染肺炎疫情处置工作领导小组召开会议，强调要切实把各项防控措施落小落细落到位，在强救治、防输入、防扩散、保供应、保畅通、保稳定等方面狠抓落实。去年是山东“工作落实年”。党员干 ?  展开全文c
0,指北针控评突击队,02月04日 21:50,#金银潭医院院长获记功奖励#【武汉市人社局给予金银潭医院院长张定宇同志记功奖励】武汉市人力资源和社会保障局发布通报：为表彰张定宇同志的先进事迹，激励全市各条战线特别是医疗卫生系统的工作人员不忘初心、牢记使命，勇于担当、迎难而上、共克时艰，在打赢疫情防控阻击战中发挥重要作用，根据《事 ?  展开全文c
0,山东环境,02月04日 21:50,精神的粮食，疫情的良药！ ?
-1,南都周刊,02月04日 21:51,我给exo粉丝提一个洗白建议 当代网民眼里的exo粉丝卖国贼 只要你们做到购入30w只口罩 其中十几万是kf94 给疫情捐款10w 我相信当代网民会对你们改观的@难俊哥哥我的心头爱 ?
0,譚公子的信仰,02月04日 21:52,专家：不存在人传人。结果打脸！专家：不会比非典传播严重。结果打脸！专家：儿童不易感染。结果打脸！专家：病毒外界无法存活。结果打脸！……疫情来袭，谣言猛于虎！请所谓的专家闭嘴，让像钟南山院士、李兰娟院士这些真正的科学家，告诉我们什么是对的，什么是错的！ ?
0,追星不需要男朋友,02月04日 21:52,【提出更高要求，全力打赢防疫战！】最高层会议首次提到，“这次疫情是对我国治理体系和能力的一次大考，我们一定要总结经验、吸取教训”。湖北省委会议也表示，深刻反思在这场地方治理体系和治理能力大考中的不足，认真汲取教训；切实提高处理急难险重任务能力，补齐公共卫生短板，提升储备效能。 ?
1,老c队长,02月04日 21:53,【中国向菲律宾捐赠20万只口罩？真相来了】近日，一则“菲方感谢中国捐赠20万医用口罩”的消息引起质疑。中国驻菲律宾大使馆对此回应称：菲有关社团在向祖（籍）国提供大量捐助的同时，也向菲政府捐赠了一批口罩，以支持菲国内疫情防控工作。#疫情辟谣# ?
1,侯宁,02月04日 21:53,TFBOYS#抗疫行动# 感谢  @无限光芒丨TFBOYS 的邀请脑洞站 向全体奋战在抗击疫情一线的工作人员致敬你们辛苦了！#手写加油接力# 请大家不要聚众，出门务必带好口罩，做好防护措施万众一心，百毒不侵！武汉加油！湖北加油！中国加油！下一棒请 ?  展开全文c
0,共青团中央,02月04日 21:54,继武汉新建火神山、雷神山两座医院之后，又搞了三个体育馆、会展中心类似的建筑，建设三座方舱医院，中央疫情领导小组决定，再抽调2000医护人员到武汉，同时征用宾馆争取多开病房。刚刚得到消息，武汉决定再建8座方舱医院。大大缓解病人不能收治的问题。 ?
0,TFB-Golliwog脑洞站,02月04日 21:54,【#普京表态#尽全力支持“抗疫”，希望中国终将战胜新型冠状病毒】俄罗斯卫星通讯社4日最新报道称，俄罗斯总统普京在沃洛格达州切列波韦茨市同公众人物会面时谈及新型冠状病毒感染的肺炎疫情，他表示，希望中国终将战胜病毒，且俄方将尽全力支持“抗疫”。报道称，普京说，所有人都对尽早战胜病毒表 ?  展开全文c
0,雨农观察,02月04日 21:54,【疫情防控失职失责，#广东52人被追责问责#】#周刊君与你共同战疫# 截至2020年2月3日，全省纪检监察机关共查处疫情防控中失职失责问题20件，已追责问责52人。为加强警示教育，广东省纪委监委通报了其中两起典型问题。一、汕头市接待办主任邢卫国在疫情防控中履职不力且企图掩盖失职失责事实问题。邢 ?  展开全文c
0,环球时报,02月04日 21:55,两周之内，水落石出#新型冠状病毒##最新疫情地图# ?
0,EatWithChina,02月04日 21:55,【新冠肺炎“特效药”来了？获批在国内开展临床试验 这三家上市公司与吉利德有业务往来】据了解，瑞德西韦是由美国吉利德科学公司（Gilead Sciences Inc，下称“吉利德”）所研发。《华夏时报》记者了解到，博腾股份（300363.SZ）已成为吉利德在中国的第一梯队外包合作伙伴，而星湖科技（600866.SH）旗 ?  展开全文c
0,甘肃公安,02月04日 21:55,#贵州新型肺炎# 【看了这张图 才知道贵州的不易】这个春节，一张疫情地图牵动所有人的神经。数据显示2月4日0至12时：贵州省新增2例确诊病例，累计确诊58例。就这张地图来看，贵州疫情颜色较浅。网友纷纷表示，看了这张图才知贵州不易。 ?
1,中国新闻周刊,02月04日 21:55,【相距1000米，相见却用了8天！】#我愿意为你守护#  8天的时间，父子俩坚守战斗在新型冠状病毒感染的肺炎疫情防控一线。1000米的相隔，却成为他们难以跨越的距离。王宗权，武威市古浪县大靖镇园艺村五组组长，2019年9月被古浪县公安局聘为治安户长。抗击疫情，他负责村里的卡口值守和入户排查。王 ?  展开全文c
1,全景网,02月04日 21:55,胡歌#手写加油接力##抗疫行动# 春风化霜寒，共盼景明时。向奋战前线的所有工作者致敬！疫情当前，团结一心，我们共渡难关！武汉加油！中国加油！我们一定能赢！下一棒@古月哥欠-胡歌官网 接力！胡椒们和@胡歌 一起益起来，艾特好友接力吧！ ?
0,贵州都市报,02月04日 21:56,【#景德镇实施封闭式管理#】2月4日，江西景德镇市新型冠状病毒感染的肺炎疫情防控应急指挥部发布通告（第3号）称，该市新型冠状病毒感染的肺炎疫情防控工作进入关键时期，为打赢这场阻击战，景德镇市指挥部决定实施加强防控10条措施。这10条措施包括：一、全市所有村庄、小区（含开放式小区）、单位 ?  展开全文c
1,胡歌微博数据组,02月04日 21:56,如果你安全地挺过了疫情，连死都不怕，能不能在接下来的日子里，找到内心的力量，做真正的自己？ 不再为别人而活。不再怕别人讨厌你。不再委曲求全。 ?
0,成真mishangwo,02月04日 21:57,#疫情动态播报#【#抗疫前线医护人员日志#：虽然工作压力大 但更多的是成长和感动】 2月2日，郭龙燕、张丽碟随福建医疗队从武汉市中心医院转战到金银潭医院，接管医院两个病区，每个病区40-50位病人。“有个老人病情比较严重，经常半夜睡不着，会一直按铃， 我们都会陪在他身边。后来，他知道我们是从福 ?  展开全文c
